merchant,description,mcc,transaction_type,label,source
Clinic Online,Synthetic online payment clinic,8031,expense,12,seed_keywords_v1
Clinic Pay,Synthetic card operation clinic,8043,expense,12,seed_keywords_v1
Clinic Store,Synthetic clinic receipt,8021,expense,12,seed_keywords_v1
Cmd City,Synthetic online payment cmd,8099,expense,12,seed_keywords_v1
Cmd Express,Synthetic card operation cmd,8011,expense,12,seed_keywords_v1
Cmd Online,Synthetic payment at cmd,8062,expense,12,seed_keywords_v1
Cmd Pay,Synthetic cmd receipt,8071,expense,12,seed_keywords_v1
Cmd Store,Synthetic no mcc operation cmd,0,expense,12,seed_no_mcc_v1
Cmd Store,Synthetic cmd purchase,8043,expense,12,seed_keywords_v1
Dentist City,Synthetic payment at dentist,8099,expense,12,seed_keywords_v1
Dentist Express,Synthetic dentist receipt,8011,expense,12,seed_keywords_v1
Dentist Online,Synthetic card operation dentist,8031,expense,12,seed_keywords_v1
Dentist Pay,Synthetic no mcc operation dentist,0,expense,12,seed_no_mcc_v1
Dentist Pay,Synthetic dentist purchase,8071,expense,12,seed_keywords_v1
Dentist Store,Synthetic online payment dentist,8021,expense,12,seed_keywords_v1
Doctor City,Synthetic card operation doctor,8062,expense,12,seed_keywords_v1
Doctor Express,Synthetic no mcc operation doctor,0,expense,12,seed_no_mcc_v1
Doctor Express,Synthetic doctor purchase,8011,expense,12,seed_keywords_v1
Doctor Online,Synthetic doctor receipt,8031,expense,12,seed_keywords_v1
Doctor Pay,Synthetic online payment doctor,8043,expense,12,seed_keywords_v1
Doctor Store,Synthetic payment at doctor,8021,expense,12,seed_keywords_v1
Gemotest City,Synthetic payment at gemotest,8043,expense,12,seed_keywords_v1
Gemotest Express,Synthetic gemotest receipt,8062,expense,12,seed_keywords_v1
Gemotest Online,Synthetic card operation gemotest,8099,expense,12,seed_keywords_v1
Gemotest Pay,Synthetic no mcc operation gemotest,0,expense,12,seed_no_mcc_v1
Gemotest Pay,Synthetic gemotest purchase,8031,expense,12,seed_keywords_v1
Gemotest Store,Synthetic online payment gemotest,8071,expense,12,seed_keywords_v1
Helix City,Synthetic card operation helix,8021,expense,12,seed_keywords_v1
Helix Express,Synthetic no mcc operation helix,0,expense,12,seed_no_mcc_v1
Helix Express,Synthetic helix purchase,8062,expense,12,seed_keywords_v1
Helix Online,Synthetic helix receipt,8099,expense,12,seed_keywords_v1
Helix Pay,Synthetic online payment helix,8011,expense,12,seed_keywords_v1
Helix Store,Synthetic payment at helix,8071,expense,12,seed_keywords_v1
Invitro City,Synthetic online payment invitro,8043,expense,12,seed_keywords_v1
Invitro Express,Synthetic card operation invitro,8062,expense,12,seed_keywords_v1
Invitro Online,Synthetic payment at invitro,8021,expense,12,seed_keywords_v1
Invitro Pay,Synthetic invitro receipt,8031,expense,12,seed_keywords_v1
Invitro Store,Synthetic no mcc operation invitro,0,expense,12,seed_no_mcc_v1
Invitro Store,Synthetic invitro purchase,8011,expense,12,seed_keywords_v1
Medsi City,Synthetic medsi receipt,8021,expense,12,seed_keywords_v1
Medsi Express,Synthetic online payment medsi,8031,expense,12,seed_keywords_v1
Medsi Online,Synthetic no mcc operation medsi,0,expense,12,seed_no_mcc_v1
Medsi Online,Synthetic medsi purchase,8099,expense,12,seed_keywords_v1
Medsi Pay,Synthetic payment at medsi,8011,expense,12,seed_keywords_v1
Medsi Store,Synthetic card operation medsi,8043,expense,12,seed_keywords_v1
Sm Clinic City,Synthetic no mcc operation sm clinic,0,expense,12,seed_no_mcc_v1
Sm Clinic City,Synthetic sm clinic purchase,8021,expense,12,seed_keywords_v1
Sm Clinic Express,Synthetic payment at sm clinic,8031,expense,12,seed_keywords_v1
Sm Clinic Online,Synthetic online payment sm clinic,8062,expense,12,seed_keywords_v1
Sm Clinic Pay,Synthetic card operation sm clinic,8071,expense,12,seed_keywords_v1
Sm Clinic Store,Synthetic sm clinic receipt,8043,expense,12,seed_keywords_v1
Гемотест City,Synthetic no mcc operation гемотест,0,expense,12,seed_no_mcc_v1
Гемотест City,Synthetic гемотест purchase,8043,expense,12,seed_keywords_v1
Гемотест Express,Synthetic payment at гемотест,8062,expense,12,seed_keywords_v1
Гемотест Online,Synthetic online payment гемотест,8099,expense,12,seed_keywords_v1
Гемотест Pay,Synthetic card operation гемотест,8011,expense,12,seed_keywords_v1
Гемотест Store,Synthetic гемотест receipt,8071,expense,12,seed_keywords_v1
Инвитро City,Synthetic инвитро receipt,8043,expense,12,seed_keywords_v1
Инвитро Express,Synthetic online payment инвитро,8062,expense,12,seed_keywords_v1
Инвитро Online,Synthetic no mcc operation инвитро,0,expense,12,seed_no_mcc_v1
Инвитро Online,Synthetic инвитро purchase,8021,expense,12,seed_keywords_v1
Инвитро Pay,Synthetic payment at инвитро,8031,expense,12,seed_keywords_v1
Инвитро Store,Synthetic card operation инвитро,8071,expense,12,seed_keywords_v1
Медицина City,Synthetic online payment медицина,8062,expense,12,seed_keywords_v1
Медицина Express,Synthetic card operation медицина,8071,expense,12,seed_keywords_v1
Медицина Online,Synthetic payment at медицина,8031,expense,12,seed_keywords_v1
Медицина Pay,Synthetic медицина receipt,8043,expense,12,seed_keywords_v1
Медицина Store,Synthetic no mcc operation медицина,0,expense,12,seed_no_mcc_v1
Медицина Store,Synthetic медицина purchase,8021,expense,12,seed_keywords_v1
Медси City,Synthetic payment at медси,8021,expense,12,seed_keywords_v1
Медси Express,Synthetic медси receipt,8031,expense,12,seed_keywords_v1
Медси Online,Synthetic card operation медси,8062,expense,12,seed_keywords_v1
Медси Pay,Synthetic no mcc operation медси,0,expense,12,seed_no_mcc_v1
Медси Pay,Synthetic медси purchase,8011,expense,12,seed_keywords_v1
Медси Store,Synthetic online payment медси,8043,expense,12,seed_keywords_v1
См Клиника City,Synthetic card operation см клиника,8099,expense,12,seed_keywords_v1
См Клиника Express,Synthetic no mcc operation см клиника,0,expense,12,seed_no_mcc_v1
См Клиника Express,Synthetic см клиника purchase,8031,expense,12,seed_keywords_v1
См Клиника Online,Synthetic см клиника receipt,8062,expense,12,seed_keywords_v1
См Клиника Pay,Synthetic online payment см клиника,8071,expense,12,seed_keywords_v1
См Клиника Store,Synthetic payment at см клиника,8043,expense,12,seed_keywords_v1
Стоматология City,Synthetic стоматология receipt,8099,expense,12,seed_keywords_v1
Стоматология Express,Synthetic online payment стоматология,8011,expense,12,seed_keywords_v1
Стоматология Online,Synthetic no mcc operation стоматология,0,expense,12,seed_no_mcc_v1
Стоматология Online,Synthetic стоматология purchase,8062,expense,12,seed_keywords_v1
Стоматология Pay,Synthetic payment at стоматология,8071,expense,12,seed_keywords_v1
Стоматология Store,Synthetic card operation стоматология,8021,expense,12,seed_keywords_v1
Хеликс City,Synthetic online payment хеликс,8021,expense,12,seed_keywords_v1
Хеликс Express,Synthetic card operation хеликс,8031,expense,12,seed_keywords_v1
Хеликс Online,Synthetic payment at хеликс,8099,expense,12,seed_keywords_v1
Хеликс Pay,Synthetic хеликс receipt,8011,expense,12,seed_keywords_v1
Хеликс Store,Synthetic no mcc operation хеликс,0,expense,12,seed_no_mcc_v1
Хеликс Store,Synthetic хеликс purchase,8071,expense,12,seed_keywords_v1
Bashneft City,Synthetic no mcc operation bashneft,0,expense,13,seed_no_mcc_v1
Bashneft City,Synthetic bashneft purchase,5541,expense,13,seed_keywords_v1
Bashneft Express,Synthetic payment at bashneft,5542,expense,13,seed_keywords_v1
Bashneft Online,Synthetic online payment bashneft,5542,expense,13,seed_keywords_v1
Bashneft Pay,Synthetic card operation bashneft,5541,expense,13,seed_keywords_v1
Bashneft Store,Synthetic bashneft receipt,5541,expense,13,seed_keywords_v1
Fuel City,Synthetic no mcc operation fuel,0,expense,13,seed_no_mcc_v1
Fuel City,Synthetic fuel purchase,5542,expense,13,seed_keywords_v1
Fuel Express,Synthetic payment at fuel,5541,expense,13,seed_keywords_v1
Fuel Online,Synthetic online payment fuel,5541,expense,13,seed_keywords_v1
Fuel Pay,Synthetic card operation fuel,5542,expense,13,seed_keywords_v1
Fuel Store,Synthetic fuel receipt,5542,expense,13,seed_keywords_v1
Gazpromneft City,Synthetic payment at gazpromneft,5542,expense,13,seed_keywords_v1
Gazpromneft Express,Synthetic gazpromneft receipt,5541,expense,13,seed_keywords_v1
Gazpromneft Online,Synthetic card operation gazpromneft,5541,expense,13,seed_keywords_v1
Gazpromneft Pay,Synthetic no mcc operation gazpromneft,0,expense,13,seed_no_mcc_v1
Gazpromneft Pay,Synthetic gazpromneft purchase,5541,expense,13,seed_keywords_v1
Gazpromneft Store,Synthetic online payment gazpromneft,5542,expense,13,seed_keywords_v1
Lukoil City,Synthetic online payment lukoil,5542,expense,13,seed_keywords_v1
Lukoil Express,Synthetic card operation lukoil,5541,expense,13,seed_keywords_v1
Lukoil Online,Synthetic payment at lukoil,5542,expense,13,seed_keywords_v1
Lukoil Pay,Synthetic lukoil receipt,5541,expense,13,seed_keywords_v1
Lukoil Store,Synthetic no mcc operation lukoil,0,expense,13,seed_no_mcc_v1
Lukoil Store,Synthetic lukoil purchase,5541,expense,13,seed_keywords_v1
Oil City,Synthetic card operation oil,5541,expense,13,seed_keywords_v1
Oil Express,Synthetic no mcc operation oil,0,expense,13,seed_no_mcc_v1
Oil Express,Synthetic oil purchase,5541,expense,13,seed_keywords_v1
Oil Online,Synthetic oil receipt,5541,expense,13,seed_keywords_v1
Oil Pay,Synthetic online payment oil,5542,expense,13,seed_keywords_v1
Oil Store,Synthetic payment at oil,5542,expense,13,seed_keywords_v1
Rosneft City,Synthetic card operation rosneft,5541,expense,13,seed_keywords_v1
Rosneft Express,Synthetic no mcc operation rosneft,0,expense,13,seed_no_mcc_v1
Rosneft Express,Synthetic rosneft purchase,5541,expense,13,seed_keywords_v1
Rosneft Online,Synthetic rosneft receipt,5541,expense,13,seed_keywords_v1
Rosneft Pay,Synthetic online payment rosneft,5542,expense,13,seed_keywords_v1
Rosneft Store,Synthetic payment at rosneft,5542,expense,13,seed_keywords_v1
Seed Auto Station,Synthetic fuel purchase,5812,expense,13,seed_weak_mcc_override_v1
Seed Auto Station,Synthetic gasoline payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Auto Station,Synthetic petrol receipt,5812,expense,13,seed_weak_mcc_override_v1
Seed Auto Station,Synthetic station payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Fuel Point,Synthetic fuel purchase,5812,expense,13,seed_weak_mcc_override_v1
Seed Fuel Point,Synthetic gasoline payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Fuel Point,Synthetic petrol receipt,5812,expense,13,seed_weak_mcc_override_v1
Seed Fuel Point,Synthetic station payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Octane,Synthetic fuel purchase,5812,expense,13,seed_weak_mcc_override_v1
Seed Octane,Synthetic gasoline payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Octane,Synthetic petrol receipt,5812,expense,13,seed_weak_mcc_override_v1
Seed Octane,Synthetic station payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Petrol,Synthetic fuel purchase,5812,expense,13,seed_weak_mcc_override_v1
Seed Petrol,Synthetic gasoline payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Petrol,Synthetic petrol receipt,5812,expense,13,seed_weak_mcc_override_v1
Seed Petrol,Synthetic station payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Pump,Synthetic fuel purchase,5812,expense,13,seed_weak_mcc_override_v1
Seed Pump,Synthetic gasoline payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Pump,Synthetic petrol receipt,5812,expense,13,seed_weak_mcc_override_v1
Seed Pump,Synthetic station payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Road Energy,Synthetic fuel purchase,5812,expense,13,seed_weak_mcc_override_v1
Seed Road Energy,Synthetic gasoline payment,5812,expense,13,seed_weak_mcc_override_v1
Seed Road Energy,Synthetic petrol receipt,5812,expense,13,seed_weak_mcc_override_v1
Seed Road Energy,Synthetic station payment,5812,expense,13,seed_weak_mcc_override_v1
Shell City,Synthetic online payment shell,5542,expense,13,seed_keywords_v1
Shell Express,Synthetic card operation shell,5541,expense,13,seed_keywords_v1
Shell Online,Synthetic payment at shell,5542,expense,13,seed_keywords_v1
Shell Pay,Synthetic shell receipt,5541,expense,13,seed_keywords_v1
Shell Store,Synthetic no mcc operation shell,0,expense,13,seed_no_mcc_v1
Shell Store,Synthetic shell purchase,5541,expense,13,seed_keywords_v1
Tatneft City,Synthetic tatneft receipt,5541,expense,13,seed_keywords_v1
Tatneft Express,Synthetic online payment tatneft,5542,expense,13,seed_keywords_v1
Tatneft Online,Synthetic no mcc operation tatneft,0,expense,13,seed_no_mcc_v1
Tatneft Online,Synthetic tatneft purchase,5541,expense,13,seed_keywords_v1
Tatneft Pay,Synthetic payment at tatneft,5542,expense,13,seed_keywords_v1
Tatneft Store,Synthetic card operation tatneft,5541,expense,13,seed_keywords_v1
Teboil City,Synthetic teboil receipt,5542,expense,13,seed_keywords_v1
Teboil Express,Synthetic online payment teboil,5541,expense,13,seed_keywords_v1
Teboil Online,Synthetic no mcc operation teboil,0,expense,13,seed_no_mcc_v1
Teboil Online,Synthetic teboil purchase,5542,expense,13,seed_keywords_v1
Teboil Pay,Synthetic payment at teboil,5541,expense,13,seed_keywords_v1
Teboil Store,Synthetic card operation teboil,5542,expense,13,seed_keywords_v1
Азс City,Synthetic payment at азс,5542,expense,13,seed_keywords_v1
Азс Express,Synthetic азс receipt,5541,expense,13,seed_keywords_v1
Азс Online,Synthetic card operation азс,5541,expense,13,seed_keywords_v1
Азс Pay,Synthetic no mcc operation азс,0,expense,13,seed_no_mcc_v1
